PTPA, 10575, 4.434179
NDST3, 8598, 4.432760
ELAC2, 3878, 4.429501
PI4KA, 9771, 4.425345
PHKG2, 9746, 4.423833
TUBA1A, 14194, 4.413479
ZNF622, 15415, 4.412913
EFHC2, 3782, 4.408224
HMGCS1, 5721, 4.401638
BSPRY, 1385, 4.396519
TRIM22, 13978, 4.390401
ZIC4, 15064, 4.386987
RTBDN, 11469, 4.385566
DHCR24, 3352, 4.375720
DACH1, 3142, 4.369937
PRMT2, 10376, 4.368192
XYLT1, 14843, 4.367976
HSPB8, 5862, 4.363131
TLDC1, 13464, 4.361915
ATP2C2, 1021, 4.361617
CHRNA4, 2447, 4.361221
ZSCAN5A, 15612, 4.359973
PCSK5, 9531, 4.358323
UHMK1, 14393, 4.355419
SYNGR3, 13033, 4.355051
IDI1, 5927, 4.353231
CLCN5, 2522, 4.352924
MTA3, 8280, 4.351729
CAPNS1, 1803, 4.348925
SPRY4, 12686, 4.346867
DENND2D, 3307, 4.342684
MS4A4A, 8238, 4.339006
VWCE, 14663, 4.336378
AEBP1, 306, 4.335309
GUK1, 5410, 4.331550
DHRS7B, 3371, 4.330817
CNTN4, 2666, 4.329958
GNG3, 5119, 4.327924
UFC1, 14379, 4.326714
GPC1, 5189, 4.324968
TRMT112, 14034, 4.322871
OR14I1, 9187, 4.320548
IGSF21, 6007, 4.316563
ANKRD27, 572, 4.313046
CCNH, 2036, 4.311976
MRAP2, 8129, 4.309564
P2RY14, 9310, 4.308773
CDO1, 2233, 4.305225
TPGS2, 13882, 4.303700
KIF26A, 6531, 4.303406
CHCHD6, 2390, 4.301521
CNIH3, 2628, 4.294937
ASL, 927, 4.294925
GSKIP, 5348, 4.292724
LCP2, 6831, 4.292176
EMP1, 3946, 4.290516
PSEN2, 10473, 4.279508
WDR66, 14734, 4.276381
GPR20, 5244, 4.274540
BTBD1, 1388, 4.274002
TMEM196, 13621, 4.271852
PIN1P1, 9828, 4.270551
CD248, 2088, 4.268206
CAPN12, 1796, 4.265359
PSTPIP1, 10533, 4.260579
OLFM3, 9151, 4.254534
MRPL4, 8182, 4.253526
ATP6V1C1, 1056, 4.253251
SMIM29, 12392, 4.253091
SND1, 12441, 4.252496
SERPINI2, 11823, 4.243614
TMEM54, 13701, 4.243262
CNIH2, 2627, 4.241612
VAT1L, 14557, 4.240131
SPATA20, 12605, 4.235304
LINC01197, 7009, 4.234514
POP4, 10133, 4.233512
FFAR4, 4541, 4.233485
PPP1R17, 10225, 4.233382
MINOS1, 7979, 4.228588
LOC407835, 7264, 4.228493
FAM162A, 4263, 4.223218
GMFG, 5086, 4.221365
PIRT, 9848, 4.219791
TADA3, 13088, 4.219544
PRELP, 10321, 4.218355
SEMA6B, 11772, 4.217343
MPC2, 8097, 4.216845
CTC1, 2978, 4.215221
TPST2, 13905, 4.213219
PEBP4, 9632, 4.210756
MPND, 8110, 4.210590
WSB2, 14798, 4.207769
CDH10, 2168, 4.203981
FAM234B, 4343, 4.203853
LHX6, 6890, 4.203082
KCNC2, 6350, 4.201207
DUSP6, 3673, 4.200706
S1PR2, 11540, 4.200593
TUBA4B, 14201, 4.200586
FBXO2, 4473, 4.200401
PTP4A1, 10572, 4.198331
MTCH1, 8283, 4.198107
LRSAM1, 7449, 4.196593
GALNT9, 4871, 4.192634
RDH12, 10969, 4.190595
USP35, 14495, 4.188676
CYP51A1, 3121, 4.182108
SLC1A1, 12057, 4.181021
PHF23, 9734, 4.174034
OAZ1, 9120, 4.172746
CLU, 2592, 4.168255
GMPPB, 5090, 4.167738
C9orf24, 1678, 4.166521
SYNPO2, 13040, 4.165382
SERINC3, 11805, 4.159474
ACOT7, 135, 4.156034
GGTA1P, 4992, 4.152996
ZNF350, 15235, 4.150229
ATP5PF, 1038, 4.147699
F10, 4167, 4.141369
TEX26, 13322, 4.141005
CLCN6, 2523, 4.134952
C5orf49, 1632, 4.131258
RAB15, 10699, 4.130424
PCDH10, 9457, 4.127475
PLPPR3, 9987, 4.127138
FAM86DP, 4388, 4.125616
GBA, 4909, 4.123196
CPNE8, 2832, 4.121917
HRK, 5808, 4.121420
TPI1P2, 13884, 4.121101
OAZ2, 9121, 4.121061
GLT1D1, 5070, 4.116611
C11orf49, 1437, 4.113876
RAB36, 10721, 4.110627
TOX4, 13860, 4.103369
UQCC2, 14438, 4.102704
AKR1C3, 410, 4.101915
PHLDA2, 9748, 4.099207
MEA1, 7792, 4.097055
NDUFA8, 8612, 4.092823
TBXA2R, 13222, 4.092639
GOLPH3L, 5158, 4.092441
CNN1, 2633, 4.087128
COPS6, 2762, 4.085879
ACO2, 130, 4.082103
CALD1, 1753, 4.081632
KLHDC8B, 6584, 4.078906
PPARG, 10158, 4.075576
BAP1, 1173, 4.074525
NETO2, 8695, 4.073821
PLAC9, 9896, 4.073764
TXN, 14242, 4.072339
MAFG, 7555, 4.071052
DGCR5, 3336, 4.070755
NDEL1, 8585, 4.069123
B3GNT2, 1127, 4.065626
FABP3, 4184, 4.065091
HCN3, 5500, 4.064352
COL5A2, 2718, 4.063151
NLE1, 8805, 4.061642
PRDX2, 10311, 4.060555
LINC00937, 6979, 4.059163
THBD, 13381, 4.054649
KCNT2, 6413, 4.054151
MIEF1, 7961, 4.054006
WDR45, 14719, 4.049720
YWHAB, 14883, 4.048228
ARHGAP4, 770, 4.048166
MAFF, 7554, 4.045793
LOC389895, 7253, 4.045181
IMP4, 6070, 4.044301
B4GALT2, 1138, 4.041921
SLCO2A1, 12304, 4.026272
MAZ, 7717, 4.022666
KCNMB2, 6397, 4.021999
DYNC1I1, 3686, 4.020670
C16orf95, 1488, 4.020559
NDFIP2, 8587, 4.017925
CCDC85A, 1988, 4.015636
WNT6, 14790, 4.014740
POLE4, 10080, 4.012836
SLITRK5, 12322, 4.011806
TCEA2, 13231, 4.011056
PEMT, 9644, 4.006186
LHFPL6, 6884, 4.005100
FAM69B, 4370, 4.004080
TEX47, 13328, 4.001655
MYBPC2, 8375, 3.999283
SMIM10, 12377, 3.997814
TNNT2, 13806, 3.997561
ADCY2, 245, 3.994468
LDHC, 6840, 3.990091
CHODL, 2429, 3.988620
TSPAN2, 14105, 3.986101
HTR1E, 5872, 3.984459
GORAB, 5164, 3.984197
LDHB, 6839, 3.975343
CDKN2D, 2231, 3.973224
AIRE, 380, 3.972781
KLK7, 6622, 3.966311
CSTB, 2965, 3.966047
APEH, 678, 3.965362
ATP6V0A1, 1044, 3.960996
LRRC24, 7392, 3.959311
FAM86B3P, 4385, 3.956142
CCNL2, 2042, 3.953960
SUSD4, 12988, 3.953582
ANKRD28, 573, 3.950340
AGMAT, 340, 3.949465
MDFIC, 7778, 3.949099
LDLR, 6842, 3.947629
CLEC2L, 2545, 3.946898
LAMC3, 6768, 3.945861
TOMM22, 13832, 3.943673
ATP5MF, 1033, 3.939844
FAM32A, 4349, 3.939516
CRYM, 2920, 3.938710
ARL8B, 838, 3.934941
SHISA5, 11945, 3.931967
MT1F, 8270, 3.931936
RPS19BP1, 11381, 3.929888
FAM189A1, 4293, 3.929403
GALNTL5, 4872, 3.928805
STX1A, 12926, 3.928543
TUBB8P12, 14211, 3.927371
LNPK, 7101, 3.925516
NEK11, 8673, 3.922274
OSBPL3, 9253, 3.921051
CARD17, 1815, 3.916292
COL4A3BP, 2714, 3.913821
ATP6V1A, 1054, 3.909071
DMAC2, 3449, 3.906528
COG5, 2691, 3.905402
C3orf14, 1608, 3.905106
SST, 12788, 3.904499
C11orf74, 1444, 3.897678
MFSD3, 7909, 3.897626
UMODL1-AS1, 14406, 3.896029
USP12, 14470, 3.893780
PFDN2, 9673, 3.892543
POLR2H, 10101, 3.891847
SLC25A42, 12118, 3.885492
ACTN2, 174, 3.883207
GHITM, 4998, 3.882767
ZDHHC4, 15000, 3.882095
CMAHP, 2600, 3.880403
RPUSD1, 11419, 3.879981
UBE2MP1, 14314, 3.878047
PDLIM3, 9602, 3.875592
PRDX5, 10314, 3.874609
SUB1, 12944, 3.874490
TPD52, 13878, 3.873303
PTRH2, 10615, 3.870040
ADAMTS19, 220, 3.868404
C19orf47, 1507, 3.867856
CPAMD8, 2813, 3.862633
SHC1, 11938, 3.862345
DCTN3, 3218, 3.862098
WNT10B, 14783, 3.860910
UBE2Q1, 14318, 3.857673
RPS14, 11373, 3.855949
ADCYAP1, 253, 3.855473
ENPP5, 3977, 3.855282
SCRG1, 11666, 3.855154
CNTNAP2, 2670, 3.852244
MARCO, 7691, 3.852010
MRPS18A, 8209, 3.851057
ARPC1A, 859, 3.850622
HRASLS, 5801, 3.846308
GPR143, 5223, 3.844742
NUMB, 9069, 3.844100
TM2D3, 13490, 3.843644
TIMM10B, 13428, 3.843147
CDKL5, 2223, 3.842118
GNG13, 5117, 3.841577
SGTB, 11901, 3.839004
TMEM184B, 13611, 3.836435
AP3S1, 656, 3.831666
IFI6, 5947, 3.829674
LRRC2, 7389, 3.828079
SLC6A13, 12267, 3.825934
SRM, 12730, 3.825050
VPS29, 14615, 3.824865
MPRIP, 8120, 3.824079
AKAP12, 395, 3.823811
PSORS1C1, 10526, 3.820255
FOXD1, 4684, 3.819703
WLS, 14778, 3.818636
TPM3, 13888, 3.811998
RRAS2, 11429, 3.810999
CERS1, 2329, 3.810862
MORF4L1, 8083, 3.809309
ZNF517, 15329, 3.809228
GFER, 4963, 3.808879
GSTM3, 5361, 3.807782
TMTC3, 13758, 3.807232
TBPL1, 13212, 3.806641
CERS6, 2333, 3.806595
GPRIN2, 5270, 3.803027
CCDC173, 1944, 3.800695
PTPRK, 10604, 3.799402
CRIP1, 2882, 3.798111
LOC440934, 7272, 3.797428
PLBD1, 9905, 3.794761
PUSL1, 10634, 3.790897
NDUFS5, 8642, 3.790672
RARA-AS1, 10838, 3.789103
FBXL2, 4460, 3.788838
FERMT1, 4534, 3.781854
ALPL, 479, 3.780993
PTPRF, 10600, 3.778662
TIMM8B, 13440, 3.778614
MYL6, 8402, 3.777090
TPK1, 13885, 3.776234
RNF24, 11231, 3.773547
TMEM200C, 13626, 3.768806
C12orf29, 1452, 3.767466
RDH11, 10968, 3.764072
VSTM1, 14646, 3.761223
ELOC, 3905, 3.760316
SURF2, 12982, 3.760030
DDX10, 3249, 3.757287
RIMS2, 11123, 3.757086
RRP7A, 11443, 3.756742
AKR1C4, 411, 3.755854
GNA15, 5098, 3.754416
MAPK8IP2, 7664, 3.753709
NDUFA9, 8613, 3.753561
SPPL3, 12673, 3.750399
HEYL, 5579, 3.749910
CHRNA6, 2448, 3.749674
GLO1, 5058, 3.742275
CORT, 2787, 3.731404
FLVCR1-AS1, 4641, 3.729361
NYNRIN, 9113, 3.729030
NSMF, 9000, 3.728585
FLAD1, 4615, 3.728043
STUB1, 12916, 3.726354
FABP6, 4187, 3.725302
STBD1, 12858, 3.724634
FMO2, 4649, 3.720043
ELP3, 3915, 3.719897
STK17A, 12872, 3.719312
PQLC1, 10286, 3.717722
TTC9C, 14170, 3.716496
DISP2, 3415, 3.714796
CCDC80, 1985, 3.714453
MAPK11, 7652, 3.713255
DPYSL4, 3608, 3.711611
POLR3H, 10115, 3.709512
MRPL41, 8184, 3.707403
PCDH17, 9462, 3.707326
SLC35F2, 12190, 3.706557
SAMD4A, 11561, 3.704823
TMEM126A, 13549, 3.703722
RCHY1, 10958, 3.703258
CACNA1H, 1721, 3.702488
MCRIP1, 7768, 3.697961
COLEC12, 2733, 3.694079
SLC40A1, 12226, 3.692931
SMAD3, 12336, 3.692468
YTHDF2, 14881, 3.691722
PEX19, 9663, 3.691091
BTBD2, 1394, 3.689191
ANO3, 609, 3.688409
PGAM1, 9687, 3.687528
RASSF5, 10874, 3.686289
NARF, 8515, 3.686172
GRSF1, 5337, 3.685349
DLD, 3426, 3.683298
PINK1, 9831, 3.682839
SSR2, 12781, 3.682831
GUCY1A2, 5407, 3.681622
CRYBB2, 2912, 3.680718
ATP13A2, 1003, 3.679830
ATXN7L3, 1091, 3.679478
TMEM186, 13615, 3.678996
ARPC3, 862, 3.676121
EMP2, 3947, 3.675679
TMEM191A, 13619, 3.675494
VKORC1L1, 14592, 3.674011
JAML, 6271, 3.670854
NPY, 8927, 3.670313
NDUFAF4P1, 8619, 3.666787
UXT, 14537, 3.666603
C2CD2, 1579, 3.666318
TXNL4A, 14252, 3.666301
PEX10, 9655, 3.664169
ARMCX2, 849, 3.661241
RGS5, 11070, 3.657247
CPNE1, 2825, 3.657058
SPATA24, 12606, 3.653463
GPER1, 5198, 3.651721
GPR22, 5245, 3.651351
PART1, 9416, 3.649447
C9orf116, 1671, 3.647180
PPP1R11, 10212, 3.646739
HACL1, 5450, 3.644126
LMO3, 7093, 3.643212
RHOF, 11098, 3.641933
HLA-DRB5, 5696, 3.639905
CCDC3, 1958, 3.637225
C11orf97, 1450, 3.636265
PIP4P1, 9839, 3.635144
HEMK1, 5551, 3.631913
KRT17, 6668, 3.630237
KLHDC9, 6585, 3.630078
LY6H, 7498, 3.629507
TIMP4, 13446, 3.628994
SCGN, 11642, 3.627972
CYB5D2, 3077, 3.627917
FZD8, 4801, 3.626962
C11orf87, 1446, 3.624241
KLK10, 6614, 3.618769
SDK2, 11702, 3.618736
LOC101927278, 7173, 3.617621
PITPNB, 9852, 3.617610
UBE2M, 14313, 3.615699
MPHOSPH6, 8103, 3.615348
KRT14, 6666, 3.614711
HBQ1, 5485, 3.614485
TWF2, 14233, 3.611287
RSPH14, 11457, 3.610917
TMEM44, 13693, 3.610039
P2RX6P, 9305, 3.609903
FRA10AC1, 4715, 3.607915
CASC10, 1833, 3.607673
AP3M2, 655, 3.607401
NTSR1, 9031, 3.606007
LKAAEAR1, 7073, 3.605753
CNR1, 2657, 3.604875
PERM1, 9650, 3.604737
C10orf82, 1427, 3.600791
B4GALT3, 1139, 3.600497
SPICE1, 12644, 3.599440
SYT5, 13060, 3.598096
FRAS1, 4716, 3.598017
CARTPT, 1831, 3.595100
HIGD1B, 5601, 3.594668
PGAM5, 9691, 3.594098
GLRA3, 5062, 3.593839
FAM131A, 4236, 3.593335
FAM83H, 4382, 3.592024
MYL12B, 8399, 3.590790
PALD1, 9358, 3.589420
TMED3, 13520, 3.587975
HIVEP1, 5674, 3.587436
RAPH1, 10835, 3.586592
MZT2B, 8450, 3.585912
BAD, 1156, 3.584372
FHOD3, 4581, 3.578498
S100A11, 11526, 3.575858
CDKN2AIPNL, 2229, 3.573971
GRASP, 5289, 3.573934
SLC7A4, 12281, 3.573395
SIDT1, 11968, 3.571445
ARMCX1, 848, 3.571300
CNTNAP3B, 2672, 3.569440
YPEL5, 14876, 3.568036
PSMD12, 10505, 3.567857
MPP6, 8115, 3.567668
RHEBL1, 11088, 3.565820
TUBG1, 14214, 3.560417
ACHE, 122, 3.558308
IGFBP7, 5995, 3.557113
METRNL, 7861, 3.556235
CTSH, 3012, 3.555720
VAMP2, 14540, 3.554552
TM7SF2, 13495, 3.551322
GYG2, 5421, 3.551286
MYCT1, 8385, 3.548413
ANGPT1, 528, 3.547046
ASAP1, 893, 3.546041
MPV17, 8122, 3.545579
ZBBX, 14898, 3.544990
